DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,Sexo,Edad,Ocupacion
600613,237,2,1,2,108.90133945,Mujer,36,Oficios del hogar
600613,237,3,1,3,108.90133945,Mujer,0,
600614,237,1,1,1,117.35583039,Hombre,56,Trabajando
600614,237,2,1,2,117.35583039,Mujer,56,Oficios del hogar
600614,237,3,1,3,117.35583039,Hombre,24,Trabajando
600615,237,1,1,1,99.717781992,Hombre,70,Incapacitado permanente para trabajar
600615,237,2,1,2,99.717781992,Mujer,63,Oficios del hogar
600615,237,3,1,3,99.717781992,Hombre,25,Trabajando
600616,237,1,1,1,89.890514062,Mujer,67,Pensionado
600616,237,2,1,2,89.890514062,Hombre,41,Trabajando
600616,237,3,1,3,89.890514062,Mujer,36,Trabajando
600616,237,4,1,4,89.890514062,Mujer,2,
600617,237,1,1,1,127.03448804,Mujer,38,Trabajando
600617,237,2,1,2,127.03448804,Hombre,42,Trabajando
600617,237,3,1,3,127.03448804,Mujer,17,Estudiando
600617,237,4,1,4,127.03448804,Hombre,13,
600618,237,1,1,1,106.13306411,Hombre,73,Trabajando
600618,237,2,1,2,106.13306411,Mujer,40,Oficios del hogar
600618,237,3,1,3,106.13306411,Mujer,9,
600618,237,4,1,4,106.13306411,Mujer,40,Trabajando
600619,237,1,1,1,88.071231748,Mujer,73,Oficios del hogar
600619,237,2,1,2,88.071231748,Mujer,20,Ocio
600620,237,2,1,2,98.879565469,Mujer,31,Oficios del hogar
600620,237,3,1,3,98.879565469,Mujer,6,
600620,237,4,1,4,98.879565469,Mujer,82,Oficios del hogar
600620,237,1,1,1,98.879565469,Hombre,53,Trabajando
600621,237,1,1,1,96.098116385,Mujer,87,Pensionado
600621,237,2,1,2,96.098116385,Mujer,60,Oficios del hogar
600621,237,3,1,3,96.098116385,Hombre,44,Buscando trabajo
600622,237,1,1,1,100.61568075,Mujer,40,Oficios del hogar
600622,237,2,1,2,100.61568075,Hombre,18,Trabajando
600622,237,3,1,3,100.61568075,Mujer,9,
600622,237,4,1,4,100.61568075,Hombre,5,
600623,237,1,1,1,105.36990023,Hombre,48,Trabajando
600623,237,2,1,2,105.36990023,Mujer,47,Oficios del hogar
600623,237,3,1,3,105.36990023,Hombre,11,
600623,237,4,1,4,105.36990023,Mujer,10,
600624,237,1,1,1,93.713931449,Mujer,72,Oficios del hogar
600625,237,1,1,1,72.914002673,Hombre,63,Pensionado
600625,237,2,1,2,72.914002673,Mujer,61,Trabajando
600626,237,1,1,1,70.577233443,Mujer,49,Trabajando
600626,237,2,1,2,70.577233443,Mujer,24,Estudiando
600626,237,3,1,3,70.577233443,Hombre,12,
600627,237,1,1,1,90.951053531,Hombre,63,Trabajando
600627,237,2,1,2,90.951053531,Mujer,57,Oficios del hogar
600627,237,3,1,3,90.951053531,Mujer,21,Estudiando
600627,237,4,1,4,90.951053531,Hombre,16,Estudiando
600627,237,5,1,5,90.951053531,Mujer,83,Oficios del hogar
600628,237,1,1,1,81.167066415,Mujer,58,Oficios del hogar
600628,237,2,1,2,81.167066415,Hombre,23,Buscando trabajo
600628,237,3,1,3,81.167066415,Mujer,93,Incapacitado permanente para trabajar
600629,237,1,1,1,85.769309605,Mujer,34,Trabajando
600629,237,2,1,2,85.769309605,Hombre,13,
600629,237,3,1,3,85.769309605,Mujer,7,
600630,237,1,1,1,62.475954299,Mujer,76,Oficios del hogar
600631,237,1,1,1,62.475954299,Mujer,77,Oficios del hogar
600632,237,1,1,1,72.914002673,Hombre,61,Trabajando
600632,237,2,1,2,72.914002673,Mujer,61,Trabajando
600633,237,1,1,1,90.276173823,Hombre,40,Trabajando
600634,237,1,1,1,73.849335232,Mujer,55,Trabajando
600634,237,2,1,2,73.849335232,Hombre,60,Trabajando
600634,237,3,1,3,73.849335232,Mujer,22,Estudiando
600635,237,1,1,1,95.449374624,Mujer,70,Oficios del hogar
600636,237,1,1,1,111.71091201,Mujer,35,Trabajando
600636,237,2,1,2,111.71091201,Mujer,15,Estudiando
600637,237,1,1,1,69.140658227,Mujer,21,Trabajando
600637,237,2,1,2,69.140658227,Mujer,27,Trabajando
600637,237,3,1,3,69.140658227,Mujer,25,Trabajando
600638,237,1,1,1,176.05901811,Mujer,70,Oficios del hogar
600638,237,2,1,2,176.05901811,Mujer,41,Buscando trabajo
600638,237,3,1,3,176.05901811,Hombre,19,Ocio
600638,237,4,1,4,176.05901811,Hombre,15,Estudiando
600639,237,1,1,1,89.370023792,Mujer,65,Trabajando
600639,237,2,1,2,89.370023792,Mujer,32,Trabajando
600640,237,1,1,1,105.31704214,Hombre,72,Oficios del hogar
600640,237,2,1,2,105.31704214,Mujer,77,Oficios del hogar
600640,237,3,1,3,105.31704214,Mujer,25,Ocio
600641,237,1,1,1,116.26501609,Hombre,60,Oficios del hogar
600641,237,2,1,2,116.26501609,Mujer,53,Trabajando
600641,237,3,1,3,116.26501609,Mujer,28,Oficios del hogar
600641,237,4,1,4,116.26501609,Hombre,13,
600642,237,4,1,4,134.700542,Mujer,18,Estudiando
600642,237,1,1,1,134.700542,Hombre,51,Trabajando
600642,237,2,1,2,134.700542,Mujer,40,Trabajando
600642,237,3,1,3,134.700542,Mujer,20,Estudiando
600643,237,1,1,1,95.449374624,Mujer,76,Oficios del hogar
600644,237,1,1,1,117.01002431,Mujer,62,Trabajando
600644,237,2,1,2,117.01002431,Hombre,27,Trabajando
600645,237,1,1,1,139.35091253,Hombre,36,Trabajando
600645,237,2,1,2,139.35091253,Mujer,23,Trabajando
600646,237,1,1,1,83.754326132,Mujer,50,Trabajando
600646,237,2,1,2,83.754326132,Hombre,43,Trabajando
600646,237,3,1,3,83.754326132,Hombre,7,
600647,237,1,1,1,96.952180163,Mujer,33,Trabajando
600647,237,2,1,2,96.952180163,Mujer,8,
600647,237,3,1,3,96.952180163,Mujer,8,
600648,237,1,1,1,97.064339291,Mujer,46,Trabajando
600648,237,2,1,2,97.064339291,Mujer,72,Otra actividad
600648,237,3,1,3,97.064339291,Hombre,48,Incapacitado permanente para trabajar
600649,237,1,1,1,123.40957218,Hombre,42,Trabajando
600649,237,2,1,2,123.40957218,Hombre,13,
600649,237,3,1,3,123.40957218,Mujer,85,Oficios del hogar
600650,237,1,1,1,97.494571409,Mujer,71,Oficios del hogar
600650,237,2,1,2,97.494571409,Mujer,47,Trabajando
600651,237,1,1,1,161.57232924,Hombre,54,Trabajando
600651,237,2,1,2,161.57232924,Mujer,47,Oficios del hogar
600651,237,3,1,3,161.57232924,Hombre,20,Estudiando
600651,237,4,1,4,161.57232924,Hombre,18,Estudiando
600652,237,1,1,1,117.56643815,Hombre,59,Trabajando
600652,237,2,1,2,117.56643815,Mujer,50,Oficios del hogar
600652,237,3,1,3,117.56643815,Hombre,22,Estudiando
600653,237,1,1,1,126.44388027,Hombre,36,Trabajando
600653,237,2,1,2,126.44388027,Mujer,30,Oficios del hogar
600653,237,3,1,3,126.44388027,Hombre,13,
600653,237,4,1,4,126.44388027,Mujer,4,
600654,237,1,1,1,106.36660072,Mujer,66,Oficios del hogar
600654,237,2,1,2,106.36660072,Mujer,47,Oficios del hogar
600654,237,3,1,3,106.36660072,Hombre,17,Trabajando
600655,237,1,1,1,52.810952215,Hombre,60,Trabajando
600655,237,2,1,2,52.810952215,Mujer,80,Incapacitado permanente para trabajar
600655,237,3,1,3,52.810952215,Mujer,46,Oficios del hogar
600655,237,4,1,4,52.810952215,Hombre,13,
600655,237,5,1,5,52.810952215,Mujer,33,Trabajando
600656,237,1,1,1,61.079223719,Mujer,32,Trabajando
600657,237,1,1,1,111.70068907,Hombre,57,Trabajando
600657,237,2,1,2,111.70068907,Mujer,54,Oficios del hogar
600657,237,3,1,3,111.70068907,Mujer,23,Estudiando
600658,237,1,1,1,59.340874863,Mujer,57,Oficios del hogar
600658,237,2,1,2,59.340874863,Mujer,27,Oficios del hogar
600658,237,3,1,3,59.340874863,Mujer,2,
600658,237,4,1,4,59.340874863,Hombre,1,
600659,237,1,1,1,89.116712496,Mujer,45,Trabajando
600660,237,1,1,1,104.30097739,Mujer,79,Trabajando
600660,237,2,1,2,104.30097739,Hombre,81,Otra actividad
600660,237,3,1,3,104.30097739,Hombre,42,Buscando trabajo
600660,237,4,1,4,104.30097739,Hombre,13,
600661,237,1,1,1,52.864269023,Mujer,66,Pensionado
600662,237,1,1,1,145.38715821,Hombre,48,Trabajando
600662,237,2,1,2,145.38715821,Mujer,48,Trabajando
600662,237,3,1,3,145.38715821,Mujer,17,Trabajando
600663,237,1,1,1,130.68160734,Mujer,34,Oficios del hogar
600663,237,2,1,2,130.68160734,Hombre,34,Trabajando
600663,237,3,1,3,130.68160734,Mujer,13,
600664,237,1,1,1,104.18044614,Mujer,49,Oficios del hogar
600664,237,2,1,2,104.18044614,Hombre,54,Trabajando
600664,237,3,1,3,104.18044614,Hombre,18,Estudiando
600664,237,4,1,4,104.18044614,Mujer,82,Incapacitado permanente para trabajar
600665,237,1,1,1,96.191525817,Mujer,45,Oficios del hogar
600665,237,2,1,2,96.191525817,Mujer,24,Trabajando
600665,237,3,1,3,96.191525817,Mujer,2,
600665,237,4,1,4,96.191525817,Hombre,82,Oficios del hogar
600665,237,5,2,1,96.191525817,Mujer,26,Trabajando
600665,237,6,2,2,96.191525817,Hombre,27,Trabajando
600665,237,7,2,3,96.191525817,Mujer,3,
600666,237,1,1,1,71.062156868,Mujer,84,Oficios del hogar
600666,237,2,1,2,71.062156868,Hombre,56,Trabajando
600666,237,3,1,3,71.062156868,Mujer,47,Oficios del hogar
600666,237,4,1,4,71.062156868,Mujer,20,Estudiando
600666,237,5,1,5,71.062156868,Hombre,38,Trabajando
600667,237,1,1,1,77.130807777,Mujer,70,Oficios del hogar
600668,237,1,1,1,61.079223719,Mujer,38,Buscando trabajo
600669,237,1,1,1,100.26134555,Hombre,45,Trabajando
600669,237,2,1,2,100.26134555,Mujer,34,Oficios del hogar
600669,237,3,1,3,100.26134555,Hombre,5,
600669,237,4,1,4,100.26134555,Hombre,0,
600670,237,1,1,1,70.702853739,Mujer,46,Oficios del hogar
600670,237,2,1,2,70.702853739,Mujer,18,Estudiando
600670,237,3,1,3,70.702853739,Hombre,86,Incapacitado permanente para trabajar
600671,237,1,1,1,96.338782338,Mujer,21,Trabajando
600671,237,2,1,2,96.338782338,Mujer,24,Trabajando
600672,237,1,1,1,81.939538909,Hombre,42,Trabajando
600672,237,2,1,2,81.939538909,Mujer,40,Trabajando
600672,237,3,1,3,81.939538909,Mujer,18,Estudiando
600672,237,4,1,4,81.939538909,Hombre,14,
600672,237,5,1,5,81.939538909,Mujer,12,
600672,237,6,1,6,81.939538909,Mujer,10,
600672,237,7,1,7,81.939538909,Hombre,4,
600673,237,2,1,2,69.509018998,Mujer,44,Trabajando
600673,237,3,1,3,69.509018998,Hombre,14,
600673,237,4,1,4,69.509018998,Mujer,21,Trabajando
600673,237,5,1,5,69.509018998,Hombre,4,
600673,237,1,1,1,69.509018998,Hombre,54,Trabajando
600674,237,1,1,1,76.359499699,Mujer,73,Oficios del hogar
600675,237,1,1,1,118.60425539,Hombre,63,Buscando trabajo
600675,237,2,1,2,118.60425539,Hombre,77,Oficios del hogar
600676,237,1,1,1,95.833178713,Hombre,33,Trabajando
600676,237,2,1,2,95.833178713,Mujer,34,Oficios del hogar
600676,237,3,1,3,95.833178713,Mujer,5,
600677,237,1,1,1,111.45206645,Hombre,26,Trabajando
600678,237,1,1,1,108.87255343,Hombre,29,Trabajando
600678,237,2,1,2,108.87255343,Mujer,25,Trabajando
600678,237,3,1,3,108.87255343,Hombre,4,
600678,237,4,1,4,108.87255343,Hombre,23,Trabajando
600679,237,1,1,1,90.276173823,Hombre,48,Trabajando
600680,237,1,1,1,96.444808731,Mujer,31,Trabajando
600680,237,2,1,2,96.444808731,Mujer,8,
600681,237,1,1,1,84.518631836,Mujer,32,Oficios del hogar
600681,237,2,1,2,84.518631836,Hombre,41,Trabajando
600681,237,3,1,3,84.518631836,Hombre,21,Ocio
600681,237,4,1,4,84.518631836,Mujer,16,Oficios del hogar
600681,237,5,1,5,84.518631836,Mujer,13,
600681,237,6,1,6,84.518631836,Hombre,13,
600681,237,7,1,7,84.518631836,Hombre,12,
600681,237,8,1,8,84.518631836,Hombre,8,
600681,237,9,1,9,84.518631836,Mujer,6,
600682,237,4,1,4,91.861267054,Mujer,36,Trabajando
600682,237,5,1,5,91.861267054,Mujer,2,
600682,237,1,1,1,91.861267054,Hombre,59,Trabajando
600682,237,2,1,2,91.861267054,Mujer,61,Trabajando
600682,237,3,1,3,91.861267054,Hombre,38,Trabajando
600683,237,1,1,1,133.32170346,Hombre,56,Trabajando
600683,237,2,1,2,133.32170346,Mujer,48,Trabajando
600683,237,3,1,3,133.32170346,Mujer,20,Estudiando
600683,237,4,1,4,133.32170346,Hombre,15,Estudiando
600684,237,1,1,1,114.88256932,Mujer,85,Oficios del hogar
600684,237,2,1,2,114.88256932,Hombre,43,Trabajando
600685,237,1,1,1,113.76627603,Hombre,53,Trabajando
600685,237,2,1,2,113.76627603,Mujer,38,Trabajando
600685,237,3,1,3,113.76627603,Hombre,19,Estudiando
600685,237,4,1,4,113.76627603,Mujer,10,
600685,237,5,1,5,113.76627603,Mujer,3,
600686,237,1,1,1,92.555512516,Hombre,50,Trabajando
600686,237,2,1,2,92.555512516,Mujer,46,Oficios del hogar
600686,237,3,1,3,92.555512516,Hombre,22,Trabajando
600686,237,4,1,4,92.555512516,Mujer,17,Estudiando
600687,237,1,1,1,79.103652375,Mujer,68,Oficios del hogar
600687,237,2,1,2,79.103652375,Mujer,34,Trabajando
600687,237,3,1,3,79.103652375,Hombre,34,Trabajando
600687,237,4,1,4,79.103652375,Mujer,7,
600688,237,1,1,1,112.35965377,Mujer,56,Oficios del hogar
600688,237,2,1,2,112.35965377,Hombre,43,Trabajando
600688,237,3,1,3,112.35965377,Mujer,30,Trabajando
600688,237,4,1,4,112.35965377,Mujer,16,Estudiando
600689,237,1,1,1,135.01038536,Hombre,58,Buscando trabajo
600689,237,2,1,2,135.01038536,Mujer,59,Oficios del hogar
600689,237,3,1,3,135.01038536,Hombre,31,Trabajando
600689,237,4,1,4,135.01038536,Mujer,33,Trabajando
600689,237,5,1,5,135.01038536,Hombre,22,Estudiando
600690,237,3,1,3,127.94854628,Hombre,25,Trabajando
600690,237,4,1,4,127.94854628,Mujer,23,Trabajando
600690,237,5,1,5,127.94854628,Mujer,3,
600690,237,1,1,1,127.94854628,Mujer,55,Oficios del hogar
600690,237,2,1,2,127.94854628,Hombre,37,Trabajando
600691,237,1,1,1,77.318915785,Mujer,34,Trabajando
600691,237,2,1,2,77.318915785,Mujer,14,
600691,237,3,1,3,77.318915785,Mujer,78,Oficios del hogar
600692,237,1,1,1,95.449374624,Mujer,65,Oficios del hogar
600693,237,1,1,1,112.82537327,Hombre,59,Trabajando
600693,237,2,1,2,112.82537327,Mujer,58,Oficios del hogar
600693,237,3,1,3,112.82537327,Mujer,18,Oficios del hogar
600694,237,1,1,1,113.13989231,Mujer,45,Trabajando
600694,237,2,1,2,113.13989231,Mujer,19,Estudiando
600694,237,3,1,3,113.13989231,Mujer,17,Estudiando
600696,237,1,1,1,77.130807777,Mujer,55,Oficios del hogar
600697,237,1,1,1,139.84481693,Hombre,29,Trabajando
600697,237,2,1,2,139.84481693,Mujer,31,Trabajando
600697,237,3,1,3,139.84481693,Hombre,9,
600697,237,4,1,4,139.84481693,Hombre,8,
600697,237,5,1,5,139.84481693,Mujer,40,Trabajando
600698,237,1,1,1,176.85165042,Mujer,49,Oficios del hogar
600698,237,2,1,2,176.85165042,Hombre,26,Trabajando
600698,237,3,1,3,176.85165042,Mujer,20,Estudiando
600698,237,4,1,4,176.85165042,Hombre,84,Incapacitado permanente para trabajar
600699,237,2,1,2,151.82913117,Mujer,23,Trabajando
600699,237,3,1,3,151.82913117,Mujer,4,
600699,237,1,1,1,151.82913117,Hombre,23,Trabajando
600700,237,1,1,1,156.25787425,Hombre,53,Trabajando
600700,237,2,1,2,156.25787425,Mujer,52,Trabajando
600701,237,1,1,1,131.44032126,Hombre,38,Trabajando
600701,237,2,1,2,131.44032126,Mujer,37,Trabajando
600701,237,3,1,3,131.44032126,Mujer,17,Estudiando
600701,237,4,1,4,131.44032126,Hombre,15,Estudiando
600701,237,5,1,5,131.44032126,Hombre,13,
600701,237,6,1,6,131.44032126,Mujer,52,Oficios del hogar
600702,237,1,1,1,166.4982004,Hombre,58,Trabajando
600702,237,2,1,2,166.4982004,Mujer,49,Trabajando
600702,237,3,1,3,166.4982004,Hombre,31,Trabajando
600702,237,4,1,4,166.4982004,Hombre,28,Trabajando
600702,237,5,1,5,166.4982004,Mujer,22,Trabajando
600702,237,6,1,6,166.4982004,Mujer,19,Trabajando
600702,237,7,1,7,166.4982004,Mujer,50,Incapacitado permanente para trabajar
600702,237,8,1,8,166.4982004,Mujer,26,Oficios del hogar
600702,237,9,1,9,166.4982004,Mujer,8,
600703,237,1,1,1,76.979375066,Hombre,95,Otra actividad
600704,237,1,1,1,106.44002876,Hombre,24,Trabajando
600704,237,2,1,2,106.44002876,Mujer,21,Trabajando
600704,237,3,1,3,106.44002876,Mujer,17,Estudiando
600704,237,4,1,4,106.44002876,Mujer,60,Trabajando
600705,237,1,1,1,149.60468156,Hombre,56,Trabajando
600705,237,2,1,2,149.60468156,Mujer,53,Trabajando
600706,237,1,1,1,141.60467725,Hombre,53,Trabajando
600706,237,2,1,2,141.60467725,Mujer,12,
600707,237,1,1,1,122.31053559,Hombre,55,Trabajando
600707,237,2,1,2,122.31053559,Mujer,46,Trabajando
600707,237,3,1,3,122.31053559,Hombre,18,Estudiando
600707,237,4,1,4,122.31053559,Mujer,8,
600708,237,1,1,1,106.52764938,Mujer,49,Trabajando
600708,237,2,1,2,106.52764938,Mujer,24,Trabajando
600708,237,3,1,3,106.52764938,Hombre,17,Estudiando
600709,237,1,1,1,52.828511471,Mujer,67,Oficios del hogar
600709,237,2,1,2,52.828511471,Mujer,41,Trabajando
600709,237,3,1,3,52.828511471,Mujer,16,Estudiando
600710,237,1,1,1,111.96324847,Hombre,40,Trabajando
600710,237,2,1,2,111.96324847,Mujer,30,Trabajando
600710,237,3,1,3,111.96324847,Hombre,9,
600711,237,1,1,1,129.07245952,Hombre,67,Incapacitado permanente para trabajar
600711,237,2,1,2,129.07245952,Mujer,68,Pensionado
600711,237,3,1,3,129.07245952,Hombre,41,Trabajando
600711,237,4,1,4,129.07245952,Hombre,14,
600712,237,1,1,1,89.370023792,Mujer,42,Trabajando
600712,237,2,1,2,89.370023792,Mujer,76,Incapacitado permanente para trabajar
600713,237,1,1,1,98.230823707,Mujer,34,Trabajando
600713,237,2,1,2,98.230823707,Mujer,7,
600714,237,1,1,1,117.01002431,Mujer,55,Oficios del hogar
600714,237,2,1,2,117.01002431,Hombre,36,Trabajando
600715,237,1,1,1,110.28193171,Mujer,25,Trabajando
600716,237,1,1,1,115.90689025,Hombre,40,Trabajando
600716,237,2,1,2,115.90689025,Mujer,39,Buscando trabajo
600716,237,3,1,3,115.90689025,Mujer,12,
600716,237,4,1,4,115.90689025,Hombre,10,
600717,237,1,1,1,103.85578224,Hombre,33,Trabajando
600717,237,2,1,2,103.85578224,Mujer,37,Trabajando
600717,237,3,1,3,103.85578224,Mujer,11,
600717,237,4,1,4,103.85578224,Hombre,3,
600717,237,5,1,5,103.85578224,Mujer,2,
600718,237,1,1,1,88.25743776,Hombre,40,Trabajando
600718,237,2,1,2,88.25743776,Mujer,38,Oficios del hogar
600718,237,3,1,3,88.25743776,Mujer,17,Estudiando
600718,237,4,1,4,88.25743776,Mujer,14,
600718,237,5,1,5,88.25743776,Mujer,9,
600718,237,6,1,6,88.25743776,Mujer,58,Trabajando
600719,237,2,1,2,133.21645341,Hombre,22,Trabajando
600719,237,1,1,1,133.21645341,Mujer,54,Trabajando
600720,237,1,1,1,130.28547586,Mujer,51,Trabajando
600721,237,1,1,1,134.908887,Mujer,36,Trabajando
600721,237,2,1,2,134.908887,Mujer,14,
600722,237,1,1,1,64.435219264,Hombre,28,Trabajando
600722,237,2,1,2,64.435219264,Mujer,32,Trabajando
600722,237,3,1,3,64.435219264,Hombre,14,
600722,237,4,1,4,64.435219264,Mujer,12,
600723,237,2,1,2,53.406024384,Mujer,70,Oficios del hogar
600723,237,1,1,1,53.406024384,Hombre,70,Ocio
600724,237,1,1,1,50.008842182,Mujer,58,Oficios del hogar
600724,237,2,1,2,50.008842182,Mujer,30,Trabajando
600724,237,3,1,3,50.008842182,Mujer,25,Trabajando
600725,237,1,1,1,71.666542917,Hombre,60,Trabajando
600725,237,2,1,2,71.666542917,Mujer,46,Oficios del hogar
600725,237,3,1,3,71.666542917,Mujer,22,Trabajando
600725,237,4,1,4,71.666542917,Mujer,84,Incapacitado permanente para trabajar
600726,237,1,1,1,78.293149993,Mujer,73,Oficios del hogar
600726,237,2,1,2,78.293149993,Hombre,43,Trabajando
600727,237,1,1,1,68.237105902,Mujer,75,Buscando trabajo
600728,237,1,1,1,71.372437873,Hombre,79,Oficios del hogar
600729,237,2,1,2,118.68005419,Mujer,65,Oficios del hogar
600729,237,1,1,1,118.68005419,Hombre,86,Pensionado
600730,237,1,1,1,67.151805216,Hombre,56,Trabajando
600730,237,2,1,2,67.151805216,Mujer,56,Oficios del hogar
600730,237,3,1,3,67.151805216,Mujer,15,Estudiando
600731,237,1,1,1,53.406024384,Hombre,74,Trabajando
600731,237,2,1,2,53.406024384,Mujer,60,Oficios del hogar
600732,237,1,1,1,165.47550194,Hombre,52,Trabajando
600732,237,2,1,2,165.47550194,Hombre,22,Estudiando
600733,237,1,1,1,88.971061563,Hombre,41,Trabajando
600733,237,2,1,2,88.971061563,Mujer,43,Trabajando
600733,237,3,1,3,88.971061563,Hombre,15,Estudiando
600733,237,4,1,4,88.971061563,Mujer,12,
600734,237,1,1,1,88.138132275,Hombre,54,Oficios del hogar
600734,237,2,1,2,88.138132275,Mujer,57,Oficios del hogar
600734,237,3,1,3,88.138132275,Hombre,26,Estudiando
600734,237,4,1,4,88.138132275,Hombre,22,Estudiando
600734,237,5,1,5,88.138132275,Hombre,10,
600735,237,1,1,1,47.285229626,Mujer,73,Oficios del hogar
600735,237,2,1,2,47.285229626,Mujer,39,Trabajando
600735,237,3,1,3,47.285229626,Mujer,7,
600735,237,4,1,4,47.285229626,Hombre,4,
600736,237,1,1,1,64.734575011,Mujer,62,Trabajando
600736,237,2,1,2,64.734575011,Hombre,72,Buscando trabajo
600737,237,1,1,1,53.736542649,Mujer,61,Oficios del hogar
600737,237,2,1,2,53.736542649,Hombre,70,Trabajando
600737,237,3,1,3,53.736542649,Mujer,81,Ocio
600737,237,4,1,4,53.736542649,Hombre,40,Trabajando
600737,237,5,1,5,53.736542649,Hombre,14,
600737,237,6,1,6,53.736542649,Mujer,10,
600738,237,1,1,1,46.346526877,Hombre,74,Trabajando
600738,237,2,1,2,46.346526877,Mujer,71,Oficios del hogar
600738,237,3,1,3,46.346526877,Hombre,7,
600738,237,4,1,4,46.346526877,Mujer,3,
600738,237,5,1,5,46.346526877,Hombre,4,
600739,237,1,1,1,64.591848744,Mujer,68,Oficios del hogar
600739,237,2,1,2,64.591848744,Hombre,43,Trabajando
600740,237,1,1,1,83.538079311,Hombre,41,Trabajando
600740,237,2,1,2,83.538079311,Mujer,42,Trabajando
600740,237,3,1,3,83.538079311,Mujer,16,Estudiando
600741,237,1,1,1,60.985821454,Hombre,61,Trabajando
600741,237,2,1,2,60.985821454,Mujer,50,Oficios del hogar
600741,237,3,1,3,60.985821454,Hombre,31,Trabajando
600742,237,1,1,1,54.394864677,Mujer,54,Trabajando
600742,237,2,1,2,54.394864677,Hombre,19,Buscando trabajo
600742,237,3,1,3,54.394864677,Hombre,18,Incapacitado permanente para trabajar
600742,237,4,1,4,54.394864677,Hombre,14,
600742,237,5,1,5,54.394864677,Hombre,13,
600743,237,1,1,1,42.969647095,Hombre,59,Trabajando
600743,237,2,1,2,42.969647095,Mujer,57,Trabajando
600743,237,3,1,3,42.969647095,Mujer,29,Buscando trabajo
600743,237,4,1,4,42.969647095,Mujer,64,Oficios del hogar
600743,237,5,1,5,42.969647095,Mujer,43,Trabajando
600743,237,6,1,6,42.969647095,Hombre,17,Estudiando
600744,237,1,1,1,64.734575011,Hombre,63,Pensionado
600744,237,2,1,2,64.734575011,Mujer,63,Oficios del hogar
